ConveyorA;Sent;1570790466189
ConveyorB;Received;1570790478320
ConveyorB;Sent;1570790479742
ConveyorC;Received;1570790482023
ConveyorC;Sent;1570790482257
ConveyorD;Received;1570790485382
ConveyorD;Sent;1570790495867
ConveyorE;Received;1570790498039
ConveyorE;Sent;1570790498257
ConveyorF;Received;1570790501619
ConveyorF;Sent;1570790512416
ConveyorA;Received;1570790515291
ConveyorA;Sent;1570790517556
ConveyorB;Received;1570790529666
ConveyorB;Sent;1570790531103
ConveyorC;Received;1570790533265
ConveyorC;Sent;1570790533499
ConveyorD;Received;1570790536624
ConveyorD;Sent;1570790547094
ConveyorE;Received;1570790549375
ConveyorE;Sent;1570790549610
ConveyorF;Received;1570790552844
ConveyorF;Sent;1570790563652
ConveyorA;Received;1570790566766
ConveyorA;Sent;1570790569031
ConveyorB;Received;1570790581272
ConveyorB;Sent;1570790582694
ConveyorC;Received;1570790584975
ConveyorC;Sent;1570790585209
ConveyorD;Received;1570790588330
ConveyorD;Sent;1570790598823
ConveyorE;Received;1570790601098
ConveyorE;Sent;1570790601333
ConveyorF;Received;1570790604692
ConveyorF;Sent;1570790615529
ConveyorA;Received;1570790617919
ConveyorA;Sent;1570790620185
ConveyorB;Received;1570790632418
ConveyorB;Sent;1570790633855
ConveyorC;Received;1570790636496
ConveyorC;Sent;1570790636730
ConveyorD;Received;1570790639855
ConveyorD;Sent;1570790650338
ConveyorE;Received;1570790652494
ConveyorE;Sent;1570790652729
ConveyorF;Received;1570790656075
ConveyorF;Sent;1570790666878
ConveyorA;Received;1570790669409
ConveyorA;Sent;1570790671643
ConveyorB;Received;1570790683870
ConveyorB;Sent;1570790685307
ConveyorC;Received;1570790687457
ConveyorC;Sent;1570790687691
ConveyorD;Received;1570790690816
ConveyorD;Sent;1570790701313
ConveyorE;Received;1570790703595
ConveyorE;Sent;1570790703829
ConveyorF;Received;1570790707188
ConveyorF;Sent;1570790718018
ConveyorA;Received;1570790720299
ConveyorA;Sent;1570790722547
ConveyorB;Received;1570790734664
ConveyorB;Sent;1570790736101
ConveyorC;Received;1570790738382
ConveyorC;Sent;1570790738617
ConveyorD;Received;1570790741741
ConveyorD;Sent;1570790752218
ConveyorE;Received;1570790754498
ConveyorE;Sent;1570790754732
ConveyorF;Received;1570790758091
ConveyorF;Sent;1570790768931
ConveyorA;Received;1570790771681
ConveyorA;Sent;1570790773947
ConveyorB;Received;1570790786177
ConveyorB;Sent;1570790787622
ConveyorC;Received;1570790789888
ConveyorC;Sent;1570790790122
ConveyorD;Received;1570790793341
ConveyorD;Sent;1570790803839
ConveyorE;Received;1570790806120
ConveyorE;Sent;1570790806354
ConveyorF;Received;1570790809691
ConveyorF;Sent;1570790820522
ConveyorA;Received;1570790823162
ConveyorA;Sent;1570790825412
ConveyorB;Received;1570790837595
ConveyorB;Sent;1570790839017
ConveyorC;Received;1570790841188
ConveyorC;Sent;1570790841423
ConveyorD;Received;1570790844413
ConveyorD;Sent;1570790854923
ConveyorE;Received;1570790857079
ConveyorE;Sent;1570790857313
ConveyorF;Received;1570790860672
ConveyorF;Sent;1570790871483
ConveyorA;Received;1570790874608
ConveyorA;Sent;1570790876828
ConveyorB;Received;1570790889039
ConveyorB;Sent;1570790890477
ConveyorC;Received;1570790892633
ConveyorC;Sent;1570790892867
ConveyorD;Received;1570790895976
ConveyorD;Sent;1570790906487
ConveyorE;Received;1570790908771
ConveyorE;Sent;1570790908995
ConveyorF;Received;1570790912245
ConveyorF;Sent;1570790923060
ConveyorA;Received;1570790925575
ConveyorA;Sent;1570790927825
ConveyorB;Received;1570790939943
ConveyorB;Sent;1570790941364
ConveyorC;Received;1570790943533
ConveyorC;Sent;1570790943752
ConveyorD;Received;1570790946876
ConveyorD;Sent;1570790957397
ConveyorE;Received;1570790959662
ConveyorE;Sent;1570790959897
ConveyorF;Received;1570790963256
ConveyorF;Sent;1570790974036
ConveyorA;Received;1570790977155
ConveyorA;Sent;1570790979421
ConveyorB;Received;1570790991466
ConveyorB;Sent;1570790992904
ConveyorC;Received;1570790995060
ConveyorC;Sent;1570790995294
ConveyorD;Received;1570790998419
ConveyorD;Sent;1570791008908
ConveyorE;Received;1570791011064
ConveyorE;Sent;1570791011283
ConveyorF;Received;1570791014658
ConveyorF;Sent;1570791025455
ConveyorA;Received;1570791027970
ConveyorA;Sent;1570791030236
ConveyorB;Received;1570791042360
ConveyorB;Sent;1570791043782
ConveyorC;Received;1570791045954
ConveyorC;Sent;1570791046188
ConveyorD;Received;1570791049297
ConveyorD;Sent;1570791059815
ConveyorE;Received;1570791062097
ConveyorE;Sent;1570791062315
ConveyorF;Received;1570791065555
ConveyorF;Sent;1570791076376
ConveyorA;Received;1570791079235
ConveyorA;Sent;1570791081485
ConveyorB;Received;1570791093603
ConveyorB;Sent;1570791095040
ConveyorC;Received;1570791097212
ConveyorC;Sent;1570791097431
ConveyorD;Received;1570791100556
ConveyorD;Sent;1570791111101
ConveyorE;Received;1570791113382
ConveyorE;Sent;1570791113601
ConveyorF;Received;1570791116960
ConveyorF;Sent;1570791127784
ConveyorA;Received;1570791130792
ConveyorA;Sent;1570791133042
ConveyorB;Received;1570791145262
ConveyorB;Sent;1570791146684
ConveyorC;Received;1570791148856
ConveyorC;Sent;1570791149090
ConveyorD;Received;1570791152199
ConveyorD;Sent;1570791162718
ConveyorE;Received;1570791165077
ConveyorE;Sent;1570791165296
ConveyorF;Received;1570791168655
ConveyorF;Sent;1570791179443
ConveyorA;Received;1570791182208
ConveyorA;Sent;1570791184458
ConveyorB;Received;1570791196529
ConveyorB;Sent;1570791197968
ConveyorC;Received;1570791200124
ConveyorC;Sent;1570791200358
ConveyorD;Received;1570791203483
ConveyorD;Sent;1570791214023
ConveyorE;Received;1570791216304
ConveyorE;Sent;1570791216523
ConveyorF;Received;1570791219883
ConveyorF;Sent;1570791230707
ConveyorA;Received;1570791233832
ConveyorA;Sent;1570791236082
ConveyorB;Received;1570791248203
ConveyorB;Sent;1570791249625
ConveyorC;Received;1570791251906
ConveyorC;Sent;1570791252144
ConveyorD;Received;1570791255185
ConveyorD;Sent;1570791265700
ConveyorE;Received;1570791267981
ConveyorE;Sent;1570791268200
ConveyorF;Received;1570791271559
ConveyorF;Sent;1570791282360
ConveyorA;Received;1570791285374
ConveyorA;Sent;1570791287610
ConveyorB;Received;1570791299661
ConveyorB;Sent;1570791301082
ConveyorC;Received;1570791303363
ConveyorC;Sent;1570791303598
ConveyorD;Received;1570791306707
ConveyorD;Sent;1570791317217
ConveyorE;Received;1570791319497
ConveyorE;Sent;1570791319731
ConveyorF;Received;1570791323074
ConveyorF;Sent;1570791333869
ConveyorA;Received;1570791336868
ConveyorA;Sent;1570791339118
ConveyorB;Received;1570791351298
ConveyorB;Sent;1570791352721
ConveyorC;Received;1570791354893
ConveyorC;Sent;1570791355112
ConveyorD;Received;1570791358236
ConveyorD;Sent;1570791368749
ConveyorE;Received;1570791371030
ConveyorE;Sent;1570791371248
ConveyorF;Received;1570791374623
ConveyorF;Sent;1570791385409
ConveyorA;Received;1570791387987
ConveyorA;Sent;1570791390252
ConveyorB;Received;1570791402361
ConveyorB;Sent;1570791403799
ConveyorC;Received;1570791405955
ConveyorC;Sent;1570791406189
ConveyorD;Received;1570791409190
ConveyorD;Sent;1570791419716
ConveyorE;Received;1570791421872
ConveyorE;Sent;1570791422106
ConveyorF;Received;1570791425465
ConveyorF;Sent;1570791436277
ConveyorA;Received;1570791439152
ConveyorA;Sent;1570791441397
ConveyorB;Received;1570791453507
ConveyorB;Sent;1570791454928
ConveyorC;Received;1570791457084
ConveyorC;Sent;1570791457319
ConveyorD;Received;1570791460443
ConveyorD;Sent;1570791470974
ConveyorE;Received;1570791473255
ConveyorE;Sent;1570791473486
ConveyorF;Received;1570791476815
ConveyorF;Sent;1570791487615
ConveyorA;Received;1570791490256
ConveyorA;Sent;1570791492505
ConveyorB;Received;1570791504536
ConveyorB;Sent;1570791505942
ConveyorC;Received;1570791508103
ConveyorC;Sent;1570791508337
ConveyorD;Received;1570791511462
ConveyorD;Sent;1570791521994
ConveyorE;Received;1570791524165
ConveyorE;Sent;1570791524384
ConveyorF;Received;1570791527743
ConveyorF;Sent;1570791538525
ConveyorA;Received;1570791541047
ConveyorA;Sent;1570791543313
ConveyorB;Received;1570791555312
ConveyorB;Sent;1570791556734
ConveyorC;Received;1570791558890
ConveyorC;Sent;1570791559125
ConveyorD;Received;1570791562252
ConveyorD;Sent;1570791572756
ConveyorE;Received;1570791574922
ConveyorE;Sent;1570791575141
ConveyorF;Received;1570791578500
ConveyorF;Sent;1570791589290
ConveyorA;Received;1570791591571
ConveyorA;Sent;1570791593836
ConveyorB;Received;1570791605960
ConveyorB;Sent;1570791607381
ConveyorC;Received;1570791609537
ConveyorC;Sent;1570791609772
ConveyorD;Received;1570791612896
ConveyorD;Sent;1570791623399
ConveyorE;Received;1570791625555
ConveyorE;Sent;1570791625789
ConveyorF;Received;1570791629220
ConveyorF;Sent;1570791640018
ConveyorA;Received;1570791642534
ConveyorA;Sent;1570791644783
ConveyorB;Received;1570791656880
ConveyorB;Sent;1570791658302
ConveyorC;Received;1570791660473
ConveyorC;Sent;1570791660692
ConveyorD;Received;1570791663823
ConveyorD;Sent;1570791674333
ConveyorE;Received;1570791676520
ConveyorE;Sent;1570791676754
ConveyorF;Received;1570791679989
ConveyorF;Sent;1570791690746
ConveyorA;Received;1570791693386
ConveyorA;Sent;1570791695649
ConveyorB;Received;1570791707872
ConveyorB;Sent;1570791709294
ConveyorC;Received;1570791711450
ConveyorC;Sent;1570791711684
ConveyorD;Received;1570791714809
ConveyorD;Sent;1570791725322
ConveyorE;Received;1570791727478
ConveyorE;Sent;1570791727713
ConveyorF;Received;1570791731069
ConveyorF;Sent;1570791741829
ConveyorA;Received;1570791744345
ConveyorA;Sent;1570791746594
ConveyorB;Received;1570791758606
ConveyorB;Sent;1570791760028
ConveyorC;Received;1570791762315
ConveyorC;Sent;1570791762534
ConveyorD;Received;1570791765659
ConveyorD;Sent;1570791776174
ConveyorE;Received;1570791778455
ConveyorE;Sent;1570791778689
ConveyorF;Received;1570791782048
ConveyorF;Sent;1570791792795
ConveyorA;Received;1570791795919
ConveyorA;Sent;1570791798184
ConveyorB;Received;1570791810260
ConveyorB;Sent;1570791811682
ConveyorC;Received;1570791813854
ConveyorC;Sent;1570791814073
ConveyorD;Received;1570791817193
ConveyorD;Sent;1570791827677
ConveyorE;Received;1570791829944
ConveyorE;Sent;1570791830163
ConveyorF;Received;1570791833522
ConveyorF;Sent;1570791844276
ConveyorA;Received;1570791846792
ConveyorA;Sent;1570791849042
ConveyorB;Received;1570791861147
ConveyorB;Sent;1570791862568
ConveyorC;Received;1570791864849
ConveyorC;Sent;1570791865068
ConveyorD;Received;1570791868068
ConveyorD;Sent;1570791878572
ConveyorE;Received;1570791880728
ConveyorE;Sent;1570791880963
ConveyorF;Received;1570791884320
ConveyorF;Sent;1570791895059
ConveyorA;Received;1570791897574
ConveyorA;Sent;1570791899824
ConveyorB;Received;1570791911832
ConveyorB;Sent;1570791913254
ConveyorC;Received;1570791915426
ConveyorC;Sent;1570791915645
ConveyorD;Received;1570791918746
ConveyorD;Sent;1570791929274
ConveyorE;Received;1570791931556
ConveyorE;Sent;1570791931774
ConveyorF;Received;1570791935133
ConveyorF;Sent;1570791945864
ConveyorA;Received;1570791948271
ConveyorA;Sent;1570791950513
ConveyorB;Received;1570791962507
ConveyorB;Sent;1570791963945
ConveyorC;Received;1570791966101
ConveyorC;Sent;1570791966335
ConveyorD;Received;1570791969460
ConveyorD;Sent;1570791979980
ConveyorE;Received;1570791982261
ConveyorE;Sent;1570791982480
ConveyorF;Received;1570791985837
ConveyorF;Sent;1570791996580
ConveyorA;Received;1570791999471
ConveyorA;Sent;1570792001720
ConveyorB;Received;1570792013838
ConveyorB;Sent;1570792015275
ConveyorC;Received;1570792017430
ConveyorC;Sent;1570792017664
ConveyorD;Received;1570792020773
ConveyorD;Sent;1570792031296
ConveyorE;Received;1570792033577
ConveyorE;Sent;1570792033812
ConveyorF;Received;1570792037171
ConveyorF;Sent;1570792047919
ConveyorA;Received;1570792050566
ConveyorA;Sent;1570792052815
ConveyorB;Received;1570792064923
ConveyorB;Sent;1570792066376
ConveyorC;Received;1570792068533
ConveyorC;Sent;1570792068751
ConveyorD;Received;1570792071875
ConveyorD;Sent;1570792082425
ConveyorE;Received;1570792084694
ConveyorE;Sent;1570792084928
ConveyorF;Received;1570792088163
ConveyorF;Sent;1570792098899
ConveyorA;Received;1570792101790
ConveyorA;Sent;1570792104040
ConveyorB;Received;1570792116152
ConveyorB;Sent;1570792117589
ConveyorC;Received;1570792119761
ConveyorC;Sent;1570792119980
ConveyorD;Received;1570792123104
ConveyorD;Sent;1570792133620
ConveyorE;Received;1570792135901
ConveyorE;Sent;1570792136136
ConveyorF;Received;1570792139447
ConveyorF;Sent;1570792150207
ConveyorA;Received;1570792152598
ConveyorA;Sent;1570792154847
ConveyorB;Received;1570792166952
ConveyorB;Sent;1570792168390
ConveyorC;Received;1570792170546
ConveyorC;Sent;1570792170780
ConveyorD;Received;1570792173892
ConveyorD;Sent;1570792184409
ConveyorE;Received;1570792186691
ConveyorE;Sent;1570792186925
ConveyorF;Received;1570792190284
ConveyorF;Sent;1570792201047
ConveyorA;Received;1570792203688
ConveyorA;Sent;1570792205926
ConveyorB;Received;1570792218036
ConveyorB;Sent;1570792219458
ConveyorC;Received;1570792221614
ConveyorC;Sent;1570792221848
ConveyorD;Received;1570792224848
ConveyorD;Sent;1570792235366
ConveyorE;Received;1570792237647
ConveyorE;Sent;1570792237881
ConveyorF;Received;1570792241240
ConveyorF;Sent;1570792252008
ConveyorA;Received;1570792254899
ConveyorA;Sent;1570792257149
ConveyorB;Received;1570792269393
ConveyorB;Sent;1570792270833
ConveyorC;Received;1570792272981
ConveyorC;Sent;1570792273215
ConveyorD;Received;1570792276324
ConveyorD;Sent;1570792286848
ConveyorE;Received;1570792289129
ConveyorE;Sent;1570792289348
ConveyorF;Received;1570792292707
ConveyorF;Sent;1570792303480
ConveyorA;Received;1570792306238
ConveyorA;Sent;1570792308488
ConveyorB;Received;1570792320585
ConveyorB;Sent;1570792322022
ConveyorC;Received;1570792324178
ConveyorC;Sent;1570792324413
ConveyorD;Received;1570792327522
ConveyorD;Sent;1570792338074
ConveyorE;Received;1570792340386
ConveyorE;Sent;1570792340621
ConveyorF;Received;1570792343980
ConveyorF;Sent;1570792354723
ConveyorA;Received;1570792357363
ConveyorA;Sent;1570792359601
ConveyorB;Received;1570792371700
ConveyorB;Sent;1570792373137
ConveyorC;Received;1570792375293
ConveyorC;Sent;1570792375528
ConveyorD;Received;1570792378652
ConveyorD;Sent;1570792389154
ConveyorE;Received;1570792391435
ConveyorE;Sent;1570792391669
ConveyorF;Received;1570792395026
ConveyorF;Sent;1570792405770
ConveyorA;Received;1570792408769
ConveyorA;Sent;1570792411019
ConveyorB;Received;1570792423139
ConveyorB;Sent;1570792424592
ConveyorC;Received;1570792426749
ConveyorC;Sent;1570792426967
ConveyorD;Received;1570792429967
ConveyorD;Sent;1570792440490
ConveyorE;Received;1570792442771
ConveyorE;Sent;1570792443006
ConveyorF;Received;1570792446365
ConveyorF;Sent;1570792457132
ConveyorA;Received;1570792459890
ConveyorA;Sent;1570792462124
ConveyorB;Received;1570792474227
ConveyorB;Sent;1570792475665
ConveyorC;Received;1570792477837
ConveyorC;Sent;1570792478055
ConveyorD;Received;1570792481065
ConveyorD;Sent;1570792491564
ConveyorE;Received;1570792493751
ConveyorE;Sent;1570792493985
ConveyorF;Received;1570792497344
ConveyorF;Sent;1570792508089
ConveyorA;Received;1570792510979
ConveyorA;Sent;1570792513229
ConveyorB;Received;1570792525466
ConveyorB;Sent;1570792526900
ConveyorC;Received;1570792529056
ConveyorC;Sent;1570792529290
ConveyorD;Received;1570792532400
ConveyorD;Sent;1570792542891
ConveyorE;Received;1570792545157
ConveyorE;Sent;1570792545391
ConveyorF;Received;1570792548750
ConveyorF;Sent;1570792559496
ConveyorA;Received;1570792562183
ConveyorA;Sent;1570792564417
ConveyorB;Received;1570792576427
ConveyorB;Sent;1570792577849
ConveyorC;Received;1570792580021
ConveyorC;Sent;1570792580255
ConveyorD;Received;1570792583296
ConveyorD;Sent;1570792593839
ConveyorE;Received;1570792595995
ConveyorE;Sent;1570792596229
ConveyorF;Received;1570792599588
ConveyorF;Sent;1570792610347
ConveyorA;Received;1570792612987
ConveyorA;Sent;1570792615229
ConveyorB;Received;1570792627325
ConveyorB;Sent;1570792628778
ConveyorC;Received;1570792630934
ConveyorC;Sent;1570792631169
ConveyorD;Received;1570792634293
ConveyorD;Sent;1570792644791
ConveyorE;Received;1570792647084
ConveyorE;Sent;1570792647312
ConveyorF;Received;1570792650608
ConveyorF;Sent;1570792661339
ConveyorA;Received;1570792663979
ConveyorA;Sent;1570792666229
ConveyorB;Received;1570792678410
ConveyorB;Sent;1570792679863
ConveyorC;Received;1570792682015
ConveyorC;Sent;1570792682249
ConveyorD;Received;1570792685374
ConveyorD;Sent;1570792695856
ConveyorE;Received;1570792698137
ConveyorE;Sent;1570792698371
ConveyorF;Received;1570792701730
ConveyorF;Sent;1570792712477
ConveyorA;Received;1570792715470
ConveyorA;Sent;1570792717720
ConveyorB;Received;1570792729833
ConveyorB;Sent;1570792731270
ConveyorC;Received;1570792733551
ConveyorC;Sent;1570792733786
ConveyorD;Received;1570792736954
ConveyorD;Sent;1570792747478
ConveyorE;Received;1570792749759
ConveyorE;Sent;1570792749993
ConveyorF;Received;1570792753352
ConveyorF;Sent;1570792764094
ConveyorA;Received;1570792766734
ConveyorA;Sent;1570792768967
ConveyorB;Received;1570792781081
ConveyorB;Sent;1570792782518
ConveyorC;Received;1570792784674
ConveyorC;Sent;1570792784909
ConveyorD;Received;1570792788034
ConveyorD;Sent;1570792798538
ConveyorE;Received;1570792800819
ConveyorE;Sent;1570792801054
ConveyorF;Received;1570792804415
ConveyorF;Sent;1570792815143
ConveyorA;Received;1570792817658
ConveyorA;Sent;1570792819908
ConveyorB;Received;1570792831963
ConveyorB;Sent;1570792833385
ConveyorC;Received;1570792835549
ConveyorC;Sent;1570792835784
ConveyorD;Received;1570792838908
ConveyorD;Sent;1570792849401
ConveyorE;Received;1570792851682
ConveyorE;Sent;1570792851917
ConveyorF;Received;1570792855401
ConveyorF;Sent;1570792866124
ConveyorA;Received;1570792868770
ConveyorA;Sent;1570792871004
ConveyorB;Received;1570792883087
ConveyorB;Sent;1570792884524
ConveyorC;Received;1570792886680
ConveyorC;Sent;1570792886915
ConveyorD;Received;1570792890040
ConveyorD;Sent;1570792900536
ConveyorE;Received;1570792902940
ConveyorE;Sent;1570792903174
ConveyorF;Received;1570792906533
ConveyorF;Sent;1570792917257
ConveyorA;Received;1570792920132
ConveyorA;Sent;1570792922381
ConveyorB;Received;1570792934504
ConveyorB;Sent;1570792935946
ConveyorC;Received;1570792938055
ConveyorC;Sent;1570792938430
ConveyorD;Received;1570792941539
ConveyorD;Sent;1570792952047
ConveyorE;Received;1570792954328
ConveyorE;Sent;1570792954562
ConveyorF;Received;1570792957917
ConveyorF;Sent;1570792968655
ConveyorA;Received;1570792971405
ConveyorA;Sent;1570792973670
ConveyorB;Received;1570792985639
ConveyorB;Sent;1570792987076
ConveyorC;Received;1570792989232
ConveyorC;Sent;1570792989467
ConveyorD;Received;1570792992474
ConveyorD;Sent;1570793002986
ConveyorE;Received;1570793005173
ConveyorE;Sent;1570793005408
ConveyorF;Received;1570793008767
ConveyorF;Sent;1570793019512
ConveyorA;Received;1570793021903
ConveyorA;Sent;1570793024156
ConveyorB;Received;1570793036201
ConveyorB;Sent;1570793037638
ConveyorC;Received;1570793039919
ConveyorC;Sent;1570793040154
ConveyorD;Received;1570793043154
ConveyorD;Sent;1570793053681
ConveyorE;Received;1570793055837
ConveyorE;Sent;1570793056071
ConveyorF;Received;1570793059429
ConveyorF;Sent;1570793070175
ConveyorA;Received;1570793072940
ConveyorA;Sent;1570793075190
ConveyorB;Received;1570793087302
ConveyorB;Sent;1570793088724
ConveyorC;Received;1570793091131
ConveyorC;Sent;1570793091365
ConveyorD;Received;1570793094396
ConveyorD;Sent;1570793104923
ConveyorE;Received;1570793107204
ConveyorE;Sent;1570793107438
ConveyorF;Received;1570793110797
ConveyorF;Sent;1570793121526
ConveyorA;Received;1570793124285
ConveyorA;Sent;1570793126519
ConveyorB;Received;1570793138642
ConveyorB;Sent;1570793140080
ConveyorC;Received;1570793142236
ConveyorC;Sent;1570793142470
ConveyorD;Received;1570793145594
ConveyorD;Sent;1570793156124
ConveyorE;Received;1570793158383
ConveyorE;Sent;1570793158617
ConveyorF;Received;1570793161976
ConveyorF;Sent;1570793172704
ConveyorA;Received;1570793175703
ConveyorA;Sent;1570793177953
ConveyorB;Received;1570793190014
ConveyorB;Sent;1570793191436
ConveyorC;Received;1570793193607
ConveyorC;Sent;1570793193842
ConveyorD;Received;1570793196841
ConveyorD;Sent;1570793207354
ConveyorE;Received;1570793209619
ConveyorE;Sent;1570793209854
ConveyorF;Received;1570793213220
ConveyorF;Sent;1570793223940
ConveyorA;Received;1570793226815
ConveyorA;Sent;1570793229080
ConveyorB;Received;1570793241196
ConveyorB;Sent;1570793242633
ConveyorC;Received;1570793244914
ConveyorC;Sent;1570793245143
ConveyorD;Received;1570793248299
ConveyorD;Sent;1570793258819
ConveyorE;Received;1570793261100
ConveyorE;Sent;1570793261335
ConveyorF;Received;1570793264694
ConveyorF;Sent;1570793275424
ConveyorA;Received;1570793278196
ConveyorA;Sent;1570793280437
ConveyorB;Received;1570793292598
ConveyorB;Sent;1570793294020
ConveyorC;Received;1570793296191
ConveyorC;Sent;1570793296410
ConveyorD;Received;1570793299535
ConveyorD;Sent;1570793310088
ConveyorE;Received;1570793312372
ConveyorE;Sent;1570793312606
ConveyorF;Received;1570793315965
ConveyorF;Sent;1570793326699
ConveyorA;Received;1570793329090
ConveyorA;Sent;1570793331355
ConveyorB;Received;1570793343494
ConveyorB;Sent;1570793344928
ConveyorC;Received;1570793347209
ConveyorC;Sent;1570793347428
ConveyorD;Received;1570793350553
ConveyorD;Sent;1570793361112
ConveyorE;Received;1570793363393
ConveyorE;Sent;1570793363643
ConveyorF;Received;1570793366994
ConveyorF;Sent;1570793377712
ConveyorA;Received;1570793380627
ConveyorA;Sent;1570793382893
ConveyorB;Received;1570793395004
ConveyorB;Sent;1570793396442
ConveyorC;Received;1570793398598
ConveyorC;Sent;1570793398832
ConveyorD;Received;1570793401879
ConveyorD;Sent;1570793412401
ConveyorE;Received;1570793414682
ConveyorE;Sent;1570793414901
ConveyorF;Received;1570793418260
ConveyorF;Sent;1570793428960
ConveyorA;Received;1570793431241
ConveyorA;Sent;1570793433475
ConveyorB;Received;1570793445699
ConveyorB;Sent;1570793447137
ConveyorC;Received;1570793449293
ConveyorC;Sent;1570793449527
ConveyorD;Received;1570793452652
ConveyorD;Sent;1570793463195
ConveyorE;Received;1570793465601
